query_id,supplier_id,industry,archetype,price,lead_time,quality_acceptance_rate,defect_rate,on_time_delivery_rate,past_performance_score,responsiveness_score,financial_stability_score,fulfillment_rate,capacity_reliability_score,has_iso_9001,geo_risk_score,relevance
31,31_9,electronics,premium,312.67,4,0.997,0.001,0.948,85.4,4.8,4.83,0.83,3.32,1,1.9,2
32,32_1,automotive,specialist,183.44,12,0.996,0.012,0.933,80.1,4.5,4.64,0.841,4.19,1,1.73,2
32,32_2,automotive,premium,209.38,10,1,0.001,0.99,77.6,4.45,5,0.813,2.33,1,2.57,2
32,32_3,automotive,premium,245.08,8,1,0.001,0.942,93.6,4.53,4.79,0.868,4.26,0,3.14,3
32,32_4,automotive,specialist,184.89,12,0.969,0.001,0.99,82,5,4.05,0.838,5,0,1,4
32,32_5,automotive,specialist,177.04,14,0.995,0.001,0.932,82.6,4.72,4.17,0.818,4.67,1,1.27,3
32,32_6,automotive,specialist,145.64,15,1,0.001,0.945,90.7,4.3,3.88,0.817,1.39,0,2.42,2
32,32_7,automotive,specialist,180.8,13,0.997,0.011,0.944,87.9,4.67,4.19,0.92,2.52,1,2.99,2
32,32_8,automotive,budget,120.32,21,0.905,0.039,0.899,83.6,4.06,4.26,0.748,5,1,2.71,3
32,32_9,automotive,specialist,174.84,13,0.993,0.003,0.895,88.5,4.66,4.5,0.85,3.41,1,1.95,3
33,33_1,chemicals,budget,90.37,20,0.953,0.07,0.905,82.1,4.2,3.37,0.889,2.03,1,1.51,3
33,33_2,chemicals,premium,164.18,15,1,0.001,0.933,75,4.88,4.55,0.765,2.02,1,1,3
33,33_3,chemicals,specialist,131.14,13,1,0.001,0.973,94.2,4.27,3.23,0.845,3.38,0,2.24,3
33,33_4,chemicals,specialist,161.7,13,1,0.001,0.973,80.6,4.69,4.11,0.842,2.82,1,3.18,3
33,33_5,chemicals,budget,93.93,29,0.906,0.076,0.891,92.4,3.76,3.77,0.808,1.55,1,1.69,0
33,33_6,chemicals,specialist,148,16,0.973,0.001,0.873,97.7,4.66,4.32,0.909,5,0,1.82,3
33,33_7,chemicals,balanced,93.46,14,0.911,0.001,0.891,85.8,4.31,4.78,0.98,4.14,0,1.89,3
33,33_8,chemicals,balanced,105.52,19,0.972,0.02,0.917,82.6,4.07,4.95,0.861,3.64,0,1.49,0
33,33_9,chemicals,budget,85.41,17,0.931,0.065,0.872,88,3.76,3.86,0.805,3.3,1,1.98,3
33,33_10,chemicals,budget,87.76,22,0.966,0.05,0.888,86.5,4.18,4.71,0.872,2.5,1,2.43,2
34,34_1,materials,balanced,74.89,19,0.993,0.028,0.912,85,4.21,3.85,0.78,4.28,1,2.58,3
34,34_2,materials,balanced,72.26,16,0.962,0.02,0.913,90.3,4.28,4.4,0.834,1.97,1,3.3,4
34,34_3,materials,specialist,96.25,15,0.993,0.001,0.94,75,4.35,4.82,0.952,3.29,0,2.79,3
34,34_4,materials,specialist,92.19,18,0.948,0.004,0.919,84.8,4.71,5,0.89,2.15,0,2.33,2
34,34_5,materials,specialist,112.77,23,0.992,0.001,0.909,85.1,4.74,4.31,0.852,3.49,1,2.66,0
34,34_6,materials,premium,106.46,11,1,0.001,0.962,87.7,5,5,0.959,2.31,1,1.63,3
34,34_7,materials,balanced,95.69,19,0.979,0.002,0.916,86.4,4.2,4.52,0.856,1.01,1,2.36,4
34,34_8,materials,balanced,73.16,14,0.978,0.016,0.884,83.9,4.48,3.37,0.86,3.1,1,4.04,3
34,34_9,materials,budget,36.25,21,0.938,0.049,0.877,85.9,4.19,3.86,0.873,1.79,1,2.38,2
34,34_10,materials,budget,54.45,27,0.964,0.053,0.876,85.2,3.68,4.04,0.826,5,1,3.15,2
35,35_1,chemicals,budget,96.87,26,0.915,0.069,0.859,80.9,4.18,4.33,0.833,3.14,1,2.89,3
35,35_2,chemicals,budget,85.93,25,0.9,0.034,0.921,83,4.27,4.06,0.844,2.79,1,2.4,3
35,35_3,chemicals,budget,77.42,15,0.907,0.058,0.862,92,3.7,3.72,0.793,3.26,1,3.05,2
35,35_4,chemicals,premium,155.09,11,1,0.001,0.951,86.1,4.52,5,0.818,2.96,0,2.27,2
35,35_5,chemicals,budget,92.55,23,0.911,0.049,0.87,91.9,4.22,4.03,0.888,2.61,1,2.79,2
35,35_6,chemicals,balanced,140.85,16,1,0.001,0.957,87.5,3.98,4.02,0.865,5,1,3.18,3
35,35_7,chemicals,balanced,136.97,18,0.959,0.023,0.913,89.1,4.14,3.81,0.774,2.5,1,2.09,3
35,35_8,chemicals,budget,104.33,21,0.959,0.064,0.864,88.6,4.39,5,0.79,3.7,1,3.61,0
35,35_9,chemicals,premium,167.18,6,1,0.001,0.986,82.4,4.98,3.54,0.816,4.39,1,3.82,4
35,35_10,chemicals,budget,101.55,20,0.927,0.043,0.857,80.1,3.92,4.62,0.81,3.19,1,2.32,2
36,36_1,materials,balanced,72.07,18,0.983,0.001,0.888,81.5,3.76,4.42,0.911,2.82,1,1.73,2
36,36_2,materials,premium,96.39,16,1,0.001,0.947,75,4.2,4.42,0.881,3.38,1,2.91,3
36,36_3,materials,budget,53.91,18,0.908,0.051,0.85,78.5,4.19,4.4,0.758,2.19,1,1.4,2
36,36_4,materials,specialist,107.51,20,1,0.001,0.949,85.1,4.91,3.49,0.783,1,1,3.59,2
36,36_5,materials,premium,107.7,17,1,0.001,0.959,88,4.86,4.04,0.895,2.59,1,1.97,3
36,36_6,materials,specialist,81.66,18,0.984,0.001,0.943,88.3,4.79,4.24,0.811,1.23,0,1.19,0
37,37_1,electronics,budget,139.12,16,0.91,0.062,0.894,84.3,4.6,4.57,0.845,2.52,1,3.48,2
37,37_2,electronics,premium,227.44,10,1,0.001,0.967,85.6,5,4.59,0.831,2.5,1,1,0
37,37_3,electronics,specialist,269.21,5,1,0.001,0.957,79,4.08,4.18,0.819,3.14,1,1,3
37,37_4,electronics,premium,291.64,5,1,0.001,0.927,84.3,4.84,4.76,0.882,3.26,1,2.08,2
37,37_5,electronics,balanced,200.29,14,0.956,0.001,0.907,87.7,4.23,3.83,0.867,4.62,1,2.34,0
37,37_6,electronics,budget,166.52,13,0.94,0.074,0.913,87.3,3.85,4.66,0.801,3.41,1,3.95,0
37,37_7,electronics,balanced,207.73,10,0.95,0.001,0.967,86.2,4.17,4.32,0.829,3.09,1,2.16,2
38,38_1,electronics,specialist,230.52,10,1,0.001,0.93,75,4.86,5,0.822,2.75,0,2.72,1
38,38_2,electronics,budget,154.31,13,0.9,0.084,0.926,81.9,3.95,4.38,0.854,1.62,1,3.16,4
38,38_3,electronics,budget,146.75,13,0.922,0.061,0.854,87.4,4.51,3.95,0.866,3.95,1,2.85,2
38,38_4,chemicals,premium,197.23,15,1,0.001,0.945,91.6,4.22,4.2,0.93,3.56,1,3.95,3
38,38_5,chemicals,balanced,108.89,19,0.975,0.018,0.914,77.6,4.15,3.43,0.885,3.72,0,2.66,2
38,38_6,electronics,premium,281.44,15,1,0.001,0.974,87.5,4.82,3.84,0.821,2.26,1,3.76,3
38,38_7,chemicals,balanced,115.92,11,0.999,0.007,0.899,81.3,4.27,4.46,0.849,2.78,0,1,3
38,38_8,chemicals,premium,173.42,16,1,0.001,0.945,86.6,4.73,4.59,0.836,3.64,1,2.07,2
39,39_1,chemicals,premium,140.01,9,1,0.001,0.962,83.6,4.97,5,0.819,3.1,0,1.25,3
39,39_2,machinery,budget,226.04,32,0.911,0.031,0.85,86.7,3.5,3.74,0.898,2.32,0,2.53,2
39,39_3,chemicals,specialist,144.04,14,1,0.001,0.94,80.8,4.59,3.6,0.873,2.64,1,1,2
39,39_4,machinery,balanced,285.94,20,1,0.007,0.951,83.7,4.25,4.37,0.85,2.41,1,3.01,4
39,39_5,chemicals,balanced,134.1,17,0.985,0.017,0.939,92.2,4.37,3.73,0.728,3.68,1,2.36,2
39,39_6,chemicals,premium,210.9,15,1,0.001,0.95,88.3,5,5,0.764,1.8,0,2.86,3
39,39_7,machinery,balanced,311.57,22,0.948,0.022,0.893,76,3.63,3.89,0.835,2.37,1,1.26,3
39,39_8,chemicals,balanced,107.84,17,0.964,0.019,0.92,93.8,4.54,3.52,0.855,1.98,1,3.17,4
40,40_1,chemicals,premium,156.53,17,0.972,0.001,0.958,90,4.33,4.94,0.852,4.09,1,4.59,0
40,40_2,chemicals,budget,73.18,18,0.9,0.045,0.878,85.5,3.5,3.48,0.904,3.21,0,3.15,3
40,40_3,chemicals,budget,114.97,20,0.928,0.04,0.879,87,3.71,3.6,0.855,1,1,1.66,3
40,40_4,chemicals,specialist,180.99,17,0.978,0.001,0.922,76.4,4.13,4.04,0.857,2.35,1,1.78,3
40,40_5,materials,premium,111.1,18,1,0.001,0.988,91.1,4.9,4.1,0.899,3,1,2.39,3
40,40_6,chemicals,budget,79.28,19,0.964,0.072,0.86,93.8,4.05,4.87,0.875,3.75,1,1.5,3
41,41_1,automotive,premium,233.39,7,1,0.001,0.943,77.1,5,3.98,0.847,3.45,1,1.32,3
41,41_2,automotive,premium,212.72,12,1,0.001,0.961,83.5,4.63,4.48,0.848,2.59,1,1,2
41,41_3,automotive,specialist,165.94,12,1,0.001,0.941,82.9,4.5,5,0.783,2.14,1,3.25,2
41,41_4,automotive,budget,136.01,18,0.957,0.037,0.943,88,3.73,3.98,0.888,3.83,1,3.37,1
41,41_5,automotive,specialist,197.41,10,1,0.001,0.916,91.7,4.96,4.41,0.911,3.13,0,1.2,3
42,42_1,automotive,budget,89.01,22,0.936,0.075,0.93,97.7,4.21,4.11,0.881,1.9,0,1.37,3
42,42_2,automotive,budget,140.19,13,0.958,0.059,0.888,80.8,4.17,3.83,0.844,3.15,1,2.3,3
42,42_3,automotive,premium,185.22,13,1,0.001,0.947,85.1,3.95,4.98,0.743,2.85,1,2.56,3
42,42_4,automotive,budget,125.35,17,0.9,0.069,0.88,87.2,3.95,3.54,0.855,1.44,0,1,2
42,42_5,automotive,specialist,168.81,18,1,0.001,0.971,80.3,4.22,5,0.86,4.05,1,2.44,3
42,42_6,automotive,specialist,180.85,15,1,0.001,0.904,82.6,4.41,4.07,0.822,1.9,1,2.59,3
42,42_7,automotive,specialist,203.37,8,1,0.001,0.894,80.4,4.17,4.09,0.921,3.02,1,3.7,3
42,42_8,automotive,budget,123.42,17,0.928,0.071,0.886,75,3.93,4.48,0.818,3.05,0,3.29,1
43,43_1,machinery,specialist,369.27,19,1,0.001,0.955,92,4.13,3.83,0.851,1.94,1,2.11,2
43,43_2,machinery,premium,392.09,19,1,0.001,0.934,89.8,5,4.65,0.832,3.74,0,4.89,0
43,43_3,machinery,budget,203.77,30,0.928,0.039,0.912,89.5,3.72,4.32,0.883,1.98,0,3.95,3
43,43_4,machinery,specialist,359.81,23,0.971,0.001,0.953,90.6,3.92,4.74,0.809,3.86,1,4.57,2
43,43_5,machinery,balanced,313.92,29,0.964,0.015,0.931,83.3,4.34,3.38,0.823,4.12,1,2.06,3
44,44_1,materials,specialist,97.14,16,0.996,0.001,0.921,84.2,4.51,4.29,0.828,4.27,1,2.38,3
44,44_2,materials,premium,112.51,14,0.979,0.001,0.984,77.9,4.26,4.99,0.751,2.85,0,2.24,3
44,44_3,materials,balanced,78.51,22,1,0.028,0.907,84.4,4.43,4.78,0.849,1.58,1,2.5,2
44,44_4,materials,premium,103.49,20,1,0.001,0.91,89.6,5,4.05,0.868,3.08,1,2.06,2
44,44_5,materials,premium,89.44,14,1,0.001,0.953,80.9,5,4.47,0.822,3.51,1,1.08,3
44,44_6,materials,premium,115.42,11,1,0.001,0.97,92.1,5,3.7,0.801,2.22,1,1.73,2
45,45_1,electronics,budget,140.81,17,0.903,0.055,0.851,85.6,3.89,3.37,0.842,3.6,1,1.94,0
45,45_2,electronics,specialist,228.17,9,0.95,0.001,0.941,86.9,4.41,4.63,0.747,3.75,0,3.2,2
45,45_3,electronics,specialist,239.02,13,1,0.001,0.939,83.2,4.87,3.64,0.872,1.63,1,1.23,4
45,45_4,electronics,specialist,235.2,11,0.992,0.001,0.966,77.1,4.19,4.9,0.88,5,1,1,2
45,45_5,electronics,specialist,215.66,13,1,0.001,0.952,87.3,4.96,4.88,0.816,3.82,1,1.97,2
46,46_1,chemicals,budget,39.09,24,0.9,0.081,0.871,84.9,3.71,4.33,0.814,2.9,1,2.39,3
46,46_2,electronics,budget,155.23,20,0.923,0.064,0.875,78.4,4.64,3.77,0.858,4.16,0,1.35,3
46,46_3,electronics,premium,247.93,7,1,0.001,0.92,78.8,4.95,5,0.793,2.61,0,1,3
46,46_4,electronics,budget,140.39,15,0.912,0.052,0.899,89.8,3.63,5,0.888,3,1,1,2
46,46_5,electronics,balanced,184.06,6,0.947,0.027,0.927,79.3,4.05,3.78,0.815,2.65,1,1.74,2
46,46_6,electronics,specialist,236.36,10,0.984,0.001,0.963,86,4.58,4.08,0.813,3.34,1,3.15,1
46,46_7,electronics,budget,170.49,13,0.944,0.045,0.85,85.9,3.87,3.14,0.855,2.91,1,2.74,3
46,46_8,electronics,specialist,266.33,11,0.991,0.001,0.948,85.7,4.35,3.79,0.762,2.3,0,3.27,2
46,46_9,electronics,balanced,206.51,14,0.958,0.013,0.929,75,4.29,3.95,0.884,4.07,1,3.93,3
47,47_1,chemicals,balanced,131.61,18,0.98,0.029,0.895,83.9,3.99,5,0.934,2.12,0,3.91,3
47,47_2,chemicals,premium,154.02,16,1,0.001,0.919,81,5,4.19,0.86,2.5,0,1.99,2
47,47_3,chemicals,specialist,147.97,17,1,0.001,0.937,84,4.59,5,0.744,3.41,1,1.55,3
47,47_4,chemicals,specialist,149.43,12,1,0.001,0.945,83.2,4.5,3.58,0.774,3.71,1,3.48,3
47,47_5,chemicals,specialist,136.84,14,1,0.001,0.914,80.5,3.79,5,0.807,2.87,1,1.88,3
47,47_6,chemicals,balanced,85.82,20,0.958,0.001,0.961,84.4,4.83,4.4,0.822,2.28,1,1,0
48,48_1,materials,specialist,100.35,14,0.995,0.001,0.91,82.2,5,3.82,0.972,3.44,1,1.71,3
48,48_2,materials,specialist,92.67,19,1,0.001,0.964,78.8,4.78,4.16,0.854,4.21,1,2.49,2
48,48_3,materials,balanced,75.17,16,0.938,0.015,0.916,76.9,4.36,4.13,0.814,2.81,0,4.19,3
48,48_4,materials,balanced,78.1,16,0.96,0.016,0.921,87.7,3.98,3.83,0.83,2.99,1,3.45,2
48,48_5,materials,specialist,94.85,18,0.965,0.001,0.91,90.8,4.82,3.61,0.796,5,1,2.09,3
48,48_6,materials,budget,63.04,28,0.9,0.056,0.868,90.8,3.92,3.84,0.905,2.69,1,3.8,3
48,48_7,materials,premium,76.21,16,1,0.001,0.923,76.2,4.83,5,0.983,3.1,1,2.6,4
48,48_8,materials,specialist,95.22,17,0.986,0.001,0.929,81.5,4.53,5,0.865,3.26,1,4.06,3
48,48_9,materials,specialist,88.48,15,0.954,0.02,0.96,90.4,4.31,4.1,0.888,2.47,1,2.22,1
49,49_1,chemicals,balanced,105.13,20,0.962,0.008,0.937,95.4,4.43,4.31,0.962,1,1,4.55,3
49,49_2,chemicals,balanced,129.61,16,0.947,0.03,0.917,80.1,4.78,4.76,0.771,2.07,1,3.5,4
49,49_3,chemicals,specialist,140.28,19,0.96,0.001,0.953,78.2,4.6,4.78,0.828,3.67,1,2.23,3
49,49_4,chemicals,premium,186.04,15,1,0.001,0.982,80.3,4.39,4.99,0.887,4.25,1,2.24,3
49,49_5,chemicals,balanced,92.45,18,0.926,0.012,0.939,86,4.9,3.66,0.786,1.97,1,5,2
50,50_1,automotive,premium,197.52,9,1,0.001,0.898,86.8,4.51,4.48,0.916,2.05,1,2.33,3
50,50_2,automotive,budget,101.32,19,0.901,0.062,0.924,85.4,3.83,4.03,0.886,1.23,1,2.11,2
50,50_3,automotive,specialist,159.51,17,0.999,0.001,0.954,75,4.91,3.88,0.884,3.74,1,1.9,3
50,50_4,automotive,balanced,133.16,17,0.938,0.048,0.908,88.4,4.66,3.2,0.818,4.06,1,2.09,1
50,50_5,automotive,balanced,170.03,13,0.925,0.041,0.928,90,4.52,4.3,0.873,2.9,1,4.07,4
51,51_1,chemicals,specialist,139.84,20,1,0.001,0.967,85.4,3.97,3.71,0.769,1.34,1,2.3,1
51,51_2,chemicals,balanced,120.03,19,0.949,0.02,0.906,86.4,4.02,3.65,0.884,2.56,0,2.31,2
51,51_3,machinery,budget,207.73,31,0.903,0.044,0.895,87,4.07,3.79,0.854,3.22,1,2.42,3
51,51_4,machinery,budget,250.04,33,0.926,0.072,0.899,80.8,3.48,4.12,0.895,2.77,1,2.33,1
51,51_5,chemicals,specialist,177.79,14,0.981,0.001,0.94,94.5,4.49,4.68,0.781,2.77,1,2.62,2
52,52_1,chemicals,premium,144.28,16,1,0.001,0.941,80.1,4.66,4.02,0.861,1.05,1,3.97,2
52,52_2,chemicals,budget,77.7,20,0.922,0.077,0.873,91.1,4.02,3.24,0.939,5,1,2.74,4
52,52_3,chemicals,specialist,135.68,11,0.989,0.001,0.914,78.6,4.23,4.96,0.804,3.13,1,3.95,3
52,52_4,chemicals,specialist,142.74,18,0.976,0.001,0.918,92.5,4.67,3.64,0.949,2.56,1,2.96,0
52,52_5,chemicals,balanced,138.03,18,0.97,0.001,0.917,86.6,4.43,4.57,0.914,3.08,1,1.88,3
52,52_6,chemicals,specialist,156.73,17,1,0.001,0.934,76.4,4.69,3.13,0.836,1.29,1,3.28,2
52,52_7,chemicals,balanced,106.61,16,0.93,0.023,0.916,77.2,4.31,3.44,0.873,2.08,1,2.42,1
52,52_8,chemicals,budget,99.15,17,0.986,0.073,0.86,90.8,4.12,4.2,0.88,2.08,0,1.44,3
52,52_9,chemicals,budget,71.56,17,0.9,0.046,0.851,88.1,4.28,3.85,0.788,4.27,1,3.87,4
52,52_10,chemicals,specialist,158.5,18,1,0.001,0.942,88.1,4.75,3.49,0.851,1,0,1.44,3
53,53_1,automotive,budget,71.07,19,0.945,0.053,0.877,81.1,3.76,3.75,0.937,5,0,3.42,2
53,53_2,automotive,budget,111.77,22,0.928,0.048,0.891,87.9,3.92,4.57,0.951,2.11,1,2.59,2
53,53_3,automotive,balanced,142.63,8,0.965,0.026,0.94,87.4,4.3,3.66,0.887,4.68,1,2.71,3
53,53_4,automotive,balanced,159.38,10,0.958,0.039,0.936,80.3,4.08,3.7,0.793,3.15,0,2.14,2
53,53_5,automotive,premium,197.43,11,1,0.001,0.974,88.3,4.79,5,0.883,2.18,1,2.87,1
53,53_6,automotive,specialist,199.47,17,1,0.001,0.951,76.5,4.17,4.07,0.818,3.32,1,1.6,4
53,53_7,automotive,budget,86.08,18,0.909,0.057,0.85,87,3.76,3.75,0.81,2.27,1,3.15,2
53,53_8,automotive,premium,212.01,15,1,0.001,0.943,79.4,4.98,4.45,0.851,2.23,1,2.06,2
53,53_9,automotive,budget,98.44,22,0.937,0.028,0.923,75,4.23,3.58,0.919,3.14,1,3.2,3
54,54_1,electronics,budget,109.88,12,0.903,0.075,0.85,82.3,4.28,4.38,0.94,2.68,1,2,2
54,54_2,electronics,balanced,185.65,9,0.983,0.024,0.928,89.3,4.57,3.59,0.817,3.99,0,2.3,1
54,54_3,electronics,specialist,235.19,12,1,0.001,0.958,78.9,4.66,3.92,0.799,2.49,1,2.33,3
54,54_4,electronics,budget,207.56,9,0.925,0.055,0.852,85,4.04,3.16,0.986,3.52,1,1.44,4
54,54_5,electronics,specialist,253.38,10,1,0.001,0.913,88.5,4.74,5,0.742,2.37,1,3.81,3
54,54_6,electronics,balanced,214.94,10,0.977,0.029,0.924,87.2,4.54,4.45,0.902,1.98,0,3.61,2
55,55_1,machinery,premium,435.18,22,1,0.001,0.95,84,5,4.42,0.88,3.96,0,1.16,4
55,55_2,machinery,premium,374.98,13,0.995,0.001,0.99,75.4,4.97,4.31,0.858,2.6,1,1.98,2
55,55_3,machinery,premium,426.61,19,1,0.001,0.954,85.6,5,4.23,0.8,5,1,2.22,0
55,55_4,machinery,budget,235.79,31,0.913,0.058,0.882,83.4,4.6,3.85,0.868,3.54,1,1.24,2
55,55_5,machinery,specialist,344.13,15,0.98,0.006,0.958,90.9,4.64,3.53,0.82,5,1,5,3
55,55_6,machinery,premium,368.29,19,1,0.001,0.985,76.7,4.98,4.27,0.858,4.06,1,2.29,2
56,56_1,automotive,balanced,145.2,15,0.974,0.029,0.895,97,4.68,4.49,0.872,3.3,1,2.29,3
56,56_2,automotive,specialist,165.1,11,0.967,0.001,0.915,91.4,4.4,4.55,0.805,3.14,1,2.12,3
56,56_3,automotive,specialist,168.16,12,1,0.001,0.936,92.7,4.16,3.82,0.854,2.51,0,2.91,3
56,56_4,automotive,balanced,169.87,15,0.946,0.01,0.94,95.5,4.29,5,0.855,2.62,1,3.99,2
56,56_5,automotive,premium,181.07,8,1,0.001,0.982,85.2,5,3.9,0.814,2.15,1,1.57,2
56,56_6,automotive,specialist,167.5,16,0.992,0.001,0.934,87.9,4.86,4.24,0.932,3.91,1,3.11,3
56,56_7,automotive,premium,196.26,17,1,0.001,0.99,85.3,5,4.28,0.81,2.05,0,2.12,2
56,56_8,automotive,balanced,173.33,17,0.926,0.006,0.872,85.4,4.18,4.9,0.921,3.79,1,1,2
57,57_1,chemicals,balanced,137.25,19,0.961,0.011,0.91,86.7,4.08,4.47,0.856,1.42,0,1.42,2
57,57_2,chemicals,premium,145.76,14,1,0.001,0.928,85.5,5,4.86,0.852,2.64,1,1.9,2
57,57_3,chemicals,specialist,160.37,13,1,0.001,0.934,77.6,4.16,3.8,0.883,2.85,0,2.54,4
57,57_4,chemicals,premium,163.85,17,1,0.001,0.951,89.1,5,4.61,0.802,1.07,1,3.16,3
57,57_5,chemicals,balanced,106.84,13,0.97,0.018,0.906,84.3,4.24,4.24,0.873,3.26,0,2.23,4
57,57_6,chemicals,specialist,140.85,21,0.973,0.001,0.908,81.3,4.07,4.02,0.904,2.97,1,1.67,3
57,57_7,chemicals,budget,69.31,23,0.9,0.047,0.875,88.9,4.8,3.79,0.817,3.32,1,1.75,3
58,58_1,materials,specialist,98.59,16,1,0.001,0.882,86.5,4.5,4.32,0.853,1.67,1,3.18,3
58,58_2,chemicals,balanced,106.45,18,1,0.02,0.916,96,3.91,4.13,0.812,2.51,0,3.11,3
58,58_3,materials,specialist,100.16,17,0.979,0.001,0.9,89.8,4.66,4.47,0.896,2.52,0,2.24,1
58,58_4,materials,balanced,96.81,19,0.9,0.02,0.911,92.7,4.22,5,0.768,2.73,1,2.52,3
58,58_5,materials,premium,104.64,12,1,0.001,0.926,93.6,4.74,4.36,0.739,2.8,0,3.54,2
58,58_6,chemicals,balanced,111.95,19,0.963,0.015,0.929,81.8,3.84,3.05,0.942,3.11,0,2.65,2
58,58_7,materials,balanced,78.59,28,0.988,0.024,0.942,82.6,4.08,4.22,0.892,3.8,1,2.63,3
58,58_8,materials,balanced,81.18,16,0.989,0.014,0.92,88.7,4.23,3.56,0.922,1.13,1,2.57,1
58,58_9,materials,balanced,83.78,17,0.966,0.014,0.906,78.2,4.34,4.06,0.854,2.98,1,3.9,2
58,58_10,chemicals,balanced,113.3,16,0.951,0.04,0.901,86.1,3.88,4.09,0.881,1.89,1,1.18,3
59,59_1,automotive,balanced,169.78,16,0.965,0.009,0.923,84,3.89,3.69,0.89,3.23,1,3.49,3
59,59_2,automotive,budget,138.71,23,0.9,0.018,0.897,76.9,3.98,4.48,0.872,3.18,1,2.73,2
59,59_3,automotive,premium,241.53,5,1,0.001,0.925,86.5,4.78,4.45,0.823,2.49,0,2.95,3
59,59_4,automotive,balanced,137.22,9,0.949,0.038,0.94,80.4,4.36,4.06,0.938,2.83,1,2.26,2
59,59_5,automotive,budget,135.26,16,0.911,0.056,0.87,81.9,3.67,4.37,0.9,3.02,1,1,3
59,59_6,automotive,budget,78.28,23,0.906,0.082,0.852,82.9,3.79,4.36,0.72,4.43,1,2.18,3
59,59_7,automotive,balanced,185.25,15,0.981,0.013,0.892,88.7,4.46,4.75,0.761,4.06,1,1.81,3
59,59_8,automotive,premium,195.67,8,1,0.001,0.99,89.8,5,4.09,0.902,2.48,0,2.01,3
59,59_9,automotive,specialist,171.58,13,0.996,0.001,0.955,93.5,4.6,4.57,0.834,1.64,1,2.89,3
60,60_1,automotive,specialist,143.1,12,0.995,0.001,0.963,84.6,4.83,4.21,0.815,2.61,1,3.43,4
60,60_2,automotive,premium,143.87,12,1,0.001,0.957,87,4.8,3.91,0.737,3.43,0,3.76,2
60,60_3,automotive,balanced,154.16,9,0.949,0.034,0.909,85.7,4.55,3.86,0.914,1.42,0,2.12,3
60,60_4,automotive,budget,123.66,20,0.9,0.03,0.887,84.2,4,3.51,0.775,3.73,1,1,0
60,60_5,automotive,premium,221.06,9,1,0.001,0.976,84,4.42,4.94,0.793,1.73,1,3.01,2
60,60_6,automotive,specialist,190,11,1,0.001,0.93,79.4,4.17,4.53,0.878,2.86,0,3.7,3
60,60_7,automotive,specialist,186.37,17,1,0.001,0.944,91.4,4.82,4.42,0.905,2.94,1,2.71,2
60,60_8,automotive,specialist,163.64,14,1,0.001,0.95,86,4.66,4.19,0.848,3.91,1,1.36,3
60,60_9,automotive,premium,231.15,15,1,0.001,0.959,92.1,4.38,3.55,0.869,2.12,1,3.14,2
60,60_10,automotive,budget,117.88,19,0.938,0.051,0.887,84.3,4.09,3.06,0.772,2.36,0,1.43,3
61,61_1,electronics,budget,170.45,13,0.929,0.042,0.896,79.7,4.16,4.39,0.867,3.47,1,2,3
61,61_2,electronics,budget,170.27,11,0.91,0.047,0.869,92.8,3.76,4.33,0.922,1.62,0,3.28,2
61,61_3,electronics,specialist,241.36,11,1,0.012,0.933,95.1,4.77,4.06,0.77,4.32,1,1.99,4
61,61_4,electronics,premium,270.17,11,1,0.001,0.923,84.9,4.95,4.78,0.857,3.33,1,4.64,4
61,61_5,electronics,specialist,273.9,13,0.965,0.001,0.907,86.5,4.72,3.99,0.843,1,1,1.95,3
62,62_1,machinery,specialist,354.74,22,1,0.001,0.965,81.2,4,3.25,0.842,2.34,1,2.33,3
62,62_2,machinery,specialist,393.73,22,0.961,0.001,0.915,81.2,4.48,4.29,0.785,2.69,1,1,2
62,62_3,machinery,budget,280.68,36,0.952,0.077,0.85,79.6,3.66,5,0.877,3.3,1,1.82,1
62,62_4,machinery,budget,220.69,27,0.925,0.076,0.879,75.2,4.21,4.82,0.878,1.11,1,1.41,3
62,62_5,machinery,budget,179.09,29,0.9,0.076,0.878,96.2,4.14,3.92,0.921,4.84,0,1.93,1
62,62_6,machinery,specialist,366.71,23,0.998,0.001,0.925,89.5,4.42,4.1,0.835,4.01,0,3.17,3
63,63_1,automotive,budget,105.44,23,0.908,0.081,0.912,83.9,3.91,4.68,0.845,3.83,1,1,2
63,63_2,automotive,premium,214.04,15,1,0.001,0.94,79.9,5,4.65,0.892,2.22,1,3,1
63,63_3,machinery,premium,395.27,23,1,0.001,0.917,81.3,4.74,4.73,0.859,4.61,1,3.77,2
63,63_4,machinery,budget,168.18,32,0.976,0.053,0.881,89.8,3.55,4.12,0.81,1,1,2.31,0
63,63_5,machinery,premium,453.73,13,0.985,0.001,0.904,90.8,4.77,4.42,0.87,2.21,0,4.25,2
64,64_1,materials,premium,94.76,19,1,0.001,0.976,82.3,5,4.39,0.816,1.34,1,4.54,0
64,64_2,materials,balanced,87.03,18,0.991,0.005,0.912,82.5,4.2,4.66,0.887,4.38,1,2.93,4
64,64_3,materials,balanced,87.16,17,0.958,0.021,0.922,80.2,5,4.24,0.892,3.52,0,2.42,3
64,64_4,materials,budget,69.13,25,0.962,0.031,0.883,86.4,3.54,3.73,0.84,4.05,1,1.55,3
64,64_5,materials,premium,90.91,14,1,0.001,0.944,83.6,5,5,0.804,4.77,0,3.17,3
